OTU,term,DF,F_value,p.value
"Cerasicoccus, Puniceicoccaceae, Verrucomicrobiae",treatment,3,2.15,0.15
"Cerasicoccus, Puniceicoccaceae, Verrucomicrobiae",time_fac,3,0.04,0.99
"Cerasicoccus, Puniceicoccaceae, Verrucomicrobiae",log_flow,1,1.23,0.28
"Cerasicoccus, Puniceicoccaceae, Verrucomicrobiae",treatment:time_fac,9,0.39,0.93
"Desulfuromonadaceae_unclassified, Desulfuromonadaceae, Deltaproteobacteria",treatment,3,2.59,0.1
"Desulfuromonadaceae_unclassified, Desulfuromonadaceae, Deltaproteobacteria",time_fac,3,1.38,0.26
"Desulfuromonadaceae_unclassified, Desulfuromonadaceae, Deltaproteobacteria",log_flow,1,0.13,0.72
"Desulfuromonadaceae_unclassified, Desulfuromonadaceae, Deltaproteobacteria",treatment:time_fac,9,2.21,0.04
"uncultured, Terasakiellaceae, Alphaproteobacteria",treatment,3,0.53,0.67
"uncultured, Terasakiellaceae, Alphaproteobacteria",time_fac,3,0.08,0.97
"uncultured, Terasakiellaceae, Alphaproteobacteria",log_flow,1,0.56,0.46
"uncultured, Terasakiellaceae, Alphaproteobacteria",treatment:time_fac,9,1.43,0.21
"Oleiphilus, Oleiphilaceae, Gammaproteobacteria",treatment,3,1.32,0.31
"Oleiphilus, Oleiphilaceae, Gammaproteobacteria",time_fac,3,0.43,0.73
"Oleiphilus, Oleiphilaceae, Gammaproteobacteria",log_flow,1,1.91,0.18
"Oleiphilus, Oleiphilaceae, Gammaproteobacteria",treatment:time_fac,9,2.56,0.02
"Aestuariibacter, Alteromonadaceae, Gammaproteobacteria",treatment,3,0.42,0.74
"Aestuariibacter, Alteromonadaceae, Gammaproteobacteria",time_fac,3,1.5,0.23
"Aestuariibacter, Alteromonadaceae, Gammaproteobacteria",log_flow,1,0.06,0.81
"Aestuariibacter, Alteromonadaceae, Gammaproteobacteria",treatment:time_fac,9,0.34,0.96
"Halodesulfovibrio, Desulfovibrionaceae, Deltaproteobacteria",treatment,3,1.72,0.21
"Halodesulfovibrio, Desulfovibrionaceae, Deltaproteobacteria",time_fac,3,0.18,0.91
"Halodesulfovibrio, Desulfovibrionaceae, Deltaproteobacteria",log_flow,1,0.8,0.38
"Halodesulfovibrio, Desulfovibrionaceae, Deltaproteobacteria",treatment:time_fac,9,2.44,0.03
"Aureibacter, Cyclobacteriaceae, Bacteroidia",treatment,3,1.19,0.36
"Aureibacter, Cyclobacteriaceae, Bacteroidia",time_fac,3,0.24,0.87
"Aureibacter, Cyclobacteriaceae, Bacteroidia",log_flow,1,0.02,0.9
"Aureibacter, Cyclobacteriaceae, Bacteroidia",treatment:time_fac,9,1.43,0.21
"OM182_clade_ge, OM182_clade_fa, Gammaproteobacteria",treatment,3,4.99,0
"OM182_clade_ge, OM182_clade_fa, Gammaproteobacteria",time_fac,3,7.19,0
"OM182_clade_ge, OM182_clade_fa, Gammaproteobacteria",log_flow,1,7.44,0.01
"OM182_clade_ge, OM182_clade_fa, Gammaproteobacteria",treatment:time_fac,9,1.43,0.2
"Neptuniibacter, Nitrincolaceae, Gammaproteobacteria",treatment,3,1.2,0.35
"Neptuniibacter, Nitrincolaceae, Gammaproteobacteria",time_fac,3,0.6,0.62
"Neptuniibacter, Nitrincolaceae, Gammaproteobacteria",log_flow,1,0.1,0.76
"Neptuniibacter, Nitrincolaceae, Gammaproteobacteria",treatment:time_fac,9,1.34,0.25
"Oleispira, Saccharospirillaceae, Gammaproteobacteria",treatment,3,1.46,0.24
"Oleispira, Saccharospirillaceae, Gammaproteobacteria",time_fac,3,29.01,0
"Oleispira, Saccharospirillaceae, Gammaproteobacteria",log_flow,1,2.24,0.14
"Oleispira, Saccharospirillaceae, Gammaproteobacteria",treatment:time_fac,9,0.56,0.82
"Francisellaceae_ge, Francisellaceae, Gammaproteobacteria",treatment,3,0.75,0.54
"Francisellaceae_ge, Francisellaceae, Gammaproteobacteria",time_fac,3,0.35,0.79
"Francisellaceae_ge, Francisellaceae, Gammaproteobacteria",log_flow,1,0.02,0.89
"Francisellaceae_ge, Francisellaceae, Gammaproteobacteria",treatment:time_fac,9,1.51,0.18
"Lutibacter, Flavobacteriaceae, Bacteroidia",treatment,3,0.55,0.66
"Lutibacter, Flavobacteriaceae, Bacteroidia",time_fac,3,0.39,0.76
"Lutibacter, Flavobacteriaceae, Bacteroidia",log_flow,1,0.05,0.83
"Lutibacter, Flavobacteriaceae, Bacteroidia",treatment:time_fac,9,1.3,0.27
"Rubinisphaeraceae_unclassified, Rubinisphaeraceae, Planctomycetacia",treatment,3,1.46,0.28
"Rubinisphaeraceae_unclassified, Rubinisphaeraceae, Planctomycetacia",time_fac,3,4.9,0.01
"Rubinisphaeraceae_unclassified, Rubinisphaeraceae, Planctomycetacia",log_flow,1,0.15,0.7
"Rubinisphaeraceae_unclassified, Rubinisphaeraceae, Planctomycetacia",treatment:time_fac,9,1.08,0.4
"Campylobacterales_unclassified, Campylobacterales_unclassified, Campylobacteria",treatment,3,1.16,0.37
"Campylobacterales_unclassified, Campylobacterales_unclassified, Campylobacteria",time_fac,3,1.6,0.19
"Campylobacterales_unclassified, Campylobacterales_unclassified, Campylobacteria",log_flow,1,0.18,0.67
"Campylobacterales_unclassified, Campylobacterales_unclassified, Campylobacteria",treatment:time_fac,9,3.72,0
"Thiomicrorhabdus, Thiomicrospiraceae, Gammaproteobacteria",treatment,3,1.91,0.18
"Thiomicrorhabdus, Thiomicrospiraceae, Gammaproteobacteria",time_fac,3,1.54,0.22
"Thiomicrorhabdus, Thiomicrospiraceae, Gammaproteobacteria",log_flow,1,0.3,0.58
"Thiomicrorhabdus, Thiomicrospiraceae, Gammaproteobacteria",treatment:time_fac,9,2.33,0.03
"Roseimarinus, Prolixibacteraceae, Bacteroidia",treatment,3,1.15,0.34
"Roseimarinus, Prolixibacteraceae, Bacteroidia",time_fac,3,1.24,0.31
"Roseimarinus, Prolixibacteraceae, Bacteroidia",log_flow,1,2.38,0.13
"Roseimarinus, Prolixibacteraceae, Bacteroidia",treatment:time_fac,9,1.04,0.42
"Halieaceae_unclassified, Halieaceae, Gammaproteobacteria",treatment,3,2.17,0.15
"Halieaceae_unclassified, Halieaceae, Gammaproteobacteria",time_fac,3,3.07,0.04
"Halieaceae_unclassified, Halieaceae, Gammaproteobacteria",log_flow,1,0.65,0.43
"Halieaceae_unclassified, Halieaceae, Gammaproteobacteria",treatment:time_fac,9,1.89,0.08
"Marinimicrobia_(SAR406_clade)_ge, Marinimicrobia_(SAR406_clade)_fa, Marinimicrobia_(SAR406_clade)_cl",treatment,3,5.4,0.01
"Marinimicrobia_(SAR406_clade)_ge, Marinimicrobia_(SAR406_clade)_fa, Marinimicrobia_(SAR406_clade)_cl",time_fac,3,7.74,0
"Marinimicrobia_(SAR406_clade)_ge, Marinimicrobia_(SAR406_clade)_fa, Marinimicrobia_(SAR406_clade)_cl",log_flow,1,0.2,0.66
"Marinimicrobia_(SAR406_clade)_ge, Marinimicrobia_(SAR406_clade)_fa, Marinimicrobia_(SAR406_clade)_cl",treatment:time_fac,9,1.15,0.36
"uncultured_ge, uncultured_fa, Alphaproteobacteria",treatment,3,1.31,0.32
"uncultured_ge, uncultured_fa, Alphaproteobacteria",time_fac,3,3.64,0.02
"uncultured_ge, uncultured_fa, Alphaproteobacteria",log_flow,1,6.23,0.02
"uncultured_ge, uncultured_fa, Alphaproteobacteria",treatment:time_fac,9,1.27,0.28
"Pirellulaceae_unclassified, Pirellulaceae, Planctomycetacia",treatment,3,2.78,0.05
"Pirellulaceae_unclassified, Pirellulaceae, Planctomycetacia",time_fac,3,11.22,0
"Pirellulaceae_unclassified, Pirellulaceae, Planctomycetacia",log_flow,1,2.85,0.1
"Pirellulaceae_unclassified, Pirellulaceae, Planctomycetacia",treatment:time_fac,9,0.98,0.47
"Nannocystaceae_unclassified, Nannocystaceae, Deltaproteobacteria",treatment,3,0.84,0.48
"Nannocystaceae_unclassified, Nannocystaceae, Deltaproteobacteria",time_fac,3,20.97,0
"Nannocystaceae_unclassified, Nannocystaceae, Deltaproteobacteria",log_flow,1,4,0.05
"Nannocystaceae_unclassified, Nannocystaceae, Deltaproteobacteria",treatment:time_fac,9,1.12,0.37
"Marinobacterium, Nitrincolaceae, Gammaproteobacteria",treatment,3,0.61,0.61
"Marinobacterium, Nitrincolaceae, Gammaproteobacteria",time_fac,3,2.12,0.11
"Marinobacterium, Nitrincolaceae, Gammaproteobacteria",log_flow,1,1.87,0.18
"Marinobacterium, Nitrincolaceae, Gammaproteobacteria",treatment:time_fac,9,0.47,0.89
"Halomonas, Halomonadaceae, Gammaproteobacteria",treatment,3,0.85,0.49
"Halomonas, Halomonadaceae, Gammaproteobacteria",time_fac,3,1.58,0.21
"Halomonas, Halomonadaceae, Gammaproteobacteria",log_flow,1,0.04,0.84
"Halomonas, Halomonadaceae, Gammaproteobacteria",treatment:time_fac,9,0.88,0.55
"Spirochaeta_2, Spirochaetaceae, Spirochaetia",treatment,3,1.72,0.22
"Spirochaeta_2, Spirochaetaceae, Spirochaetia",time_fac,3,1.22,0.32
"Spirochaeta_2, Spirochaetaceae, Spirochaetia",log_flow,1,1.57,0.23
"Spirochaeta_2, Spirochaetaceae, Spirochaetia",treatment:time_fac,9,1.9,0.08
"Pseudoalteromonadaceae_unclassified, Pseudoalteromonadaceae, Gammaproteobacteria",treatment,3,0.79,0.52
"Pseudoalteromonadaceae_unclassified, Pseudoalteromonadaceae, Gammaproteobacteria",time_fac,3,0.58,0.63
"Pseudoalteromonadaceae_unclassified, Pseudoalteromonadaceae, Gammaproteobacteria",log_flow,1,0.77,0.39
"Pseudoalteromonadaceae_unclassified, Pseudoalteromonadaceae, Gammaproteobacteria",treatment:time_fac,9,1.06,0.41
"Hypnocyclicus, Leptotrichiaceae, Fusobacteriia",treatment,3,6.27,0.01
"Hypnocyclicus, Leptotrichiaceae, Fusobacteriia",time_fac,3,2.9,0.05
"Hypnocyclicus, Leptotrichiaceae, Fusobacteriia",log_flow,1,1.34,0.26
"Hypnocyclicus, Leptotrichiaceae, Fusobacteriia",treatment:time_fac,9,5.97,0
"SAR202_clade_ge, SAR202_clade_fa, Dehalococcoidia",treatment,3,1.41,0.29
"SAR202_clade_ge, SAR202_clade_fa, Dehalococcoidia",time_fac,3,11.39,0
"SAR202_clade_ge, SAR202_clade_fa, Dehalococcoidia",log_flow,1,0.06,0.81
"SAR202_clade_ge, SAR202_clade_fa, Dehalococcoidia",treatment:time_fac,9,1.15,0.35
"Thalassotalea, Colwelliaceae, Gammaproteobacteria",treatment,3,0.82,0.51
"Thalassotalea, Colwelliaceae, Gammaproteobacteria",time_fac,3,1.16,0.33
"Thalassotalea, Colwelliaceae, Gammaproteobacteria",log_flow,1,0.22,0.64
"Thalassotalea, Colwelliaceae, Gammaproteobacteria",treatment:time_fac,9,1.71,0.1
"Marinifilum, Marinifilaceae, Bacteroidia",treatment,3,0.85,0.49
"Marinifilum, Marinifilaceae, Bacteroidia",time_fac,3,0.12,0.95
"Marinifilum, Marinifilaceae, Bacteroidia",log_flow,1,1,0.33
"Marinifilum, Marinifilaceae, Bacteroidia",treatment:time_fac,9,0.96,0.49
"OM60(NOR5)_clade, Halieaceae, Gammaproteobacteria",treatment,3,4.59,0.03
"OM60(NOR5)_clade, Halieaceae, Gammaproteobacteria",time_fac,3,5.19,0
"OM60(NOR5)_clade, Halieaceae, Gammaproteobacteria",log_flow,1,0.05,0.82
"OM60(NOR5)_clade, Halieaceae, Gammaproteobacteria",treatment:time_fac,9,4.42,0
"Litoricola, Litoricolaceae, Gammaproteobacteria",treatment,3,0.59,0.62
"Litoricola, Litoricolaceae, Gammaproteobacteria",time_fac,3,2.48,0.07
"Litoricola, Litoricolaceae, Gammaproteobacteria",log_flow,1,3.79,0.06
"Litoricola, Litoricolaceae, Gammaproteobacteria",treatment:time_fac,9,0.41,0.92
"Hyphomonas, Hyphomonadaceae, Alphaproteobacteria",treatment,3,0.57,0.63
"Hyphomonas, Hyphomonadaceae, Alphaproteobacteria",time_fac,3,2.55,0.07
"Hyphomonas, Hyphomonadaceae, Alphaproteobacteria",log_flow,1,3.53,0.07
"Hyphomonas, Hyphomonadaceae, Alphaproteobacteria",treatment:time_fac,9,0.87,0.55
"Candidatus_Actinomarina, Actinomarinaceae, Acidimicrobiia",treatment,3,1.62,0.2
"Candidatus_Actinomarina, Actinomarinaceae, Acidimicrobiia",time_fac,3,6.86,0
"Candidatus_Actinomarina, Actinomarinaceae, Acidimicrobiia",log_flow,1,0.13,0.72
"Candidatus_Actinomarina, Actinomarinaceae, Acidimicrobiia",treatment:time_fac,9,1.07,0.4
"Amphritea, Nitrincolaceae, Gammaproteobacteria",treatment,3,0.32,0.81
"Amphritea, Nitrincolaceae, Gammaproteobacteria",time_fac,3,0.89,0.46
"Amphritea, Nitrincolaceae, Gammaproteobacteria",log_flow,1,0.88,0.36
"Amphritea, Nitrincolaceae, Gammaproteobacteria",treatment:time_fac,9,1.45,0.2
"Terasakiella, Terasakiellaceae, Alphaproteobacteria",treatment,3,0.54,0.67
"Terasakiella, Terasakiellaceae, Alphaproteobacteria",time_fac,3,0.16,0.92
"Terasakiella, Terasakiellaceae, Alphaproteobacteria",log_flow,1,1.44,0.24
"Terasakiella, Terasakiellaceae, Alphaproteobacteria",treatment:time_fac,9,2.16,0.05
"HIMB11, Rhodobacteraceae, Alphaproteobacteria",treatment,3,3.19,0.07
"HIMB11, Rhodobacteraceae, Alphaproteobacteria",time_fac,3,0.72,0.55
"HIMB11, Rhodobacteraceae, Alphaproteobacteria",log_flow,1,2.85,0.1
"HIMB11, Rhodobacteraceae, Alphaproteobacteria",treatment:time_fac,9,0.61,0.78
"Marinilabiliaceae_unclassified, Marinilabiliaceae, Bacteroidia",treatment,3,1.32,0.28
"Marinilabiliaceae_unclassified, Marinilabiliaceae, Bacteroidia",time_fac,3,1.25,0.3
"Marinilabiliaceae_unclassified, Marinilabiliaceae, Bacteroidia",log_flow,1,5.6,0.02
"Marinilabiliaceae_unclassified, Marinilabiliaceae, Bacteroidia",treatment:time_fac,9,1.66,0.12
"Pseudoalteromonas, Pseudoalteromonadaceae, Gammaproteobacteria",treatment,3,0.55,0.66
"Pseudoalteromonas, Pseudoalteromonadaceae, Gammaproteobacteria",time_fac,3,0.76,0.52
"Pseudoalteromonas, Pseudoalteromonadaceae, Gammaproteobacteria",log_flow,1,0.06,0.82
"Pseudoalteromonas, Pseudoalteromonadaceae, Gammaproteobacteria",treatment:time_fac,9,0.98,0.47
"Lentilitoribacter, Rhizobiaceae, Alphaproteobacteria",treatment,3,2.28,0.14
"Lentilitoribacter, Rhizobiaceae, Alphaproteobacteria",time_fac,3,1.63,0.2
"Lentilitoribacter, Rhizobiaceae, Alphaproteobacteria",log_flow,1,1.47,0.24
"Lentilitoribacter, Rhizobiaceae, Alphaproteobacteria",treatment:time_fac,9,1.16,0.35
"Perspicuibacter, Arenicellaceae, Gammaproteobacteria",treatment,3,4.38,0.03
"Perspicuibacter, Arenicellaceae, Gammaproteobacteria",time_fac,3,0.09,0.97
"Perspicuibacter, Arenicellaceae, Gammaproteobacteria",log_flow,1,7.63,0.01
"Perspicuibacter, Arenicellaceae, Gammaproteobacteria",treatment:time_fac,9,0.31,0.97
"Aestuariicella, Cellvibrionaceae, Gammaproteobacteria",treatment,3,0.51,0.68
"Aestuariicella, Cellvibrionaceae, Gammaproteobacteria",time_fac,3,1.32,0.28
"Aestuariicella, Cellvibrionaceae, Gammaproteobacteria",log_flow,1,0.4,0.53
"Aestuariicella, Cellvibrionaceae, Gammaproteobacteria",treatment:time_fac,9,0.59,0.8
"Helicobacteraceae_ge, Helicobacteraceae, Campylobacteria",treatment,3,2.12,0.16
"Helicobacteraceae_ge, Helicobacteraceae, Campylobacteria",time_fac,3,0.23,0.87
"Helicobacteraceae_ge, Helicobacteraceae, Campylobacteria",log_flow,1,1.94,0.18
"Helicobacteraceae_ge, Helicobacteraceae, Campylobacteria",treatment:time_fac,9,1.7,0.13
"Thalassolituus, Saccharospirillaceae, Gammaproteobacteria",treatment,3,0.89,0.47
"Thalassolituus, Saccharospirillaceae, Gammaproteobacteria",time_fac,3,178.86,0
"Thalassolituus, Saccharospirillaceae, Gammaproteobacteria",log_flow,1,0.14,0.71
"Thalassolituus, Saccharospirillaceae, Gammaproteobacteria",treatment:time_fac,9,0.99,0.46
"Candidatus_Riegeria, Rhodospirillaceae, Alphaproteobacteria",treatment,3,1.96,0.18
"Candidatus_Riegeria, Rhodospirillaceae, Alphaproteobacteria",time_fac,3,2.67,0.06
"Candidatus_Riegeria, Rhodospirillaceae, Alphaproteobacteria",log_flow,1,0.08,0.79
"Candidatus_Riegeria, Rhodospirillaceae, Alphaproteobacteria",treatment:time_fac,9,3.1,0.01
"uncultured, Ectothiorhodospiraceae, Gammaproteobacteria",treatment,3,4.01,0.01
"uncultured, Ectothiorhodospiraceae, Gammaproteobacteria",time_fac,3,2.95,0.04
"uncultured, Ectothiorhodospiraceae, Gammaproteobacteria",log_flow,1,0.19,0.66
"uncultured, Ectothiorhodospiraceae, Gammaproteobacteria",treatment:time_fac,9,1.27,0.28
"Pseudohongiella, Pseudohongiellaceae, Gammaproteobacteria",treatment,3,5.83,0.01
"Pseudohongiella, Pseudohongiellaceae, Gammaproteobacteria",time_fac,3,3.26,0.03
"Pseudohongiella, Pseudohongiellaceae, Gammaproteobacteria",log_flow,1,0.12,0.74
"Pseudohongiella, Pseudohongiellaceae, Gammaproteobacteria",treatment:time_fac,9,1.74,0.12
"Nonlabens, Flavobacteriaceae, Bacteroidia",treatment,3,0.38,0.77
"Nonlabens, Flavobacteriaceae, Bacteroidia",time_fac,3,2,0.13
"Nonlabens, Flavobacteriaceae, Bacteroidia",log_flow,1,0.03,0.86
"Nonlabens, Flavobacteriaceae, Bacteroidia",treatment:time_fac,9,0.66,0.74
"NS4_marine_group, Flavobacteriaceae, Bacteroidia",treatment,3,3.42,0.06
"NS4_marine_group, Flavobacteriaceae, Bacteroidia",time_fac,3,1.5,0.23
"NS4_marine_group, Flavobacteriaceae, Bacteroidia",log_flow,1,0.87,0.36
"NS4_marine_group, Flavobacteriaceae, Bacteroidia",treatment:time_fac,9,1.55,0.17
"Vibrionaceae_unclassified, Vibrionaceae, Gammaproteobacteria",treatment,3,0.32,0.81
"Vibrionaceae_unclassified, Vibrionaceae, Gammaproteobacteria",time_fac,3,3.8,0.01
"Vibrionaceae_unclassified, Vibrionaceae, Gammaproteobacteria",log_flow,1,0.35,0.56
"Vibrionaceae_unclassified, Vibrionaceae, Gammaproteobacteria",treatment:time_fac,9,3.71,0
"S25-593_ge, S25-593, Alphaproteobacteria",treatment,3,1.95,0.13
"S25-593_ge, S25-593, Alphaproteobacteria",time_fac,3,6.6,0
"S25-593_ge, S25-593, Alphaproteobacteria",log_flow,1,0.17,0.68
"S25-593_ge, S25-593, Alphaproteobacteria",treatment:time_fac,9,0.78,0.63
"Candidatus_Endobugula, Cellvibrionaceae, Gammaproteobacteria",treatment,3,2.37,0.13
"Candidatus_Endobugula, Cellvibrionaceae, Gammaproteobacteria",time_fac,3,0.15,0.93
"Candidatus_Endobugula, Cellvibrionaceae, Gammaproteobacteria",log_flow,1,0.94,0.34
"Candidatus_Endobugula, Cellvibrionaceae, Gammaproteobacteria",treatment:time_fac,9,1.81,0.1
"Kiritimatiellaceae_ge, Kiritimatiellaceae, Kiritimatiellae",treatment,3,1.79,0.2
"Kiritimatiellaceae_ge, Kiritimatiellaceae, Kiritimatiellae",time_fac,3,1.09,0.37
"Kiritimatiellaceae_ge, Kiritimatiellaceae, Kiritimatiellae",log_flow,1,2.27,0.15
"Kiritimatiellaceae_ge, Kiritimatiellaceae, Kiritimatiellae",treatment:time_fac,9,2.19,0.05
